kegg_id,target_name,target_accession,query_name,query_accession,e_value,score,bias,best_domain_e_value,best_domain_score,best_domain_bias
K10914,SC-T1-3_k127_786452_4,-,K10914,-,6.9e-06,23.4,0.6,7.9e-06,23.3,0.6
K07451,HP-T1-6_k127_183432_121,-,K07451,-,6.7e-12,43.0,0.7,8.1e-12,42.7,0.7
K07451,SC-T1-6_k127_458071_6,-,K07451,-,2.2e-11,41.3,0.1,2.3e-11,41.2,0.1
K07451,HP-T1-6_k127_294656_1,-,K07451,-,4.7e-07,27.1,4.0,4.7e-07,27.1,4.0
K07451,RP-T1-3_k127_243354_1,-,K07451,-,9.2e-06,22.9,21.6,1.5e-05,22.2,21.6
K25882,HP-T1-6_k127_294656_18,-,K25882,-,8.5e-10,35.6,0.7,1e-09,35.3,0.7
K25882,SC-T1-3_k127_255237_13,-,K25882,-,1.2e-08,31.9,1.9,1.4e-08,31.6,1.9
K25882,RP-T1-6_k127_718646_4,-,K25882,-,1.3e-08,31.8,0.9,1.7e-08,31.4,0.9
K25882,SC-T1-3_k127_163043_9,-,K25882,-,3e-08,30.6,0.5,4.5e-08,30.0,0.5
K25882,RP-T1-6_k127_1953393_14,-,K25882,-,8.2e-08,29.1,0.0,1.1e-07,28.8,0.0
K25882,RP-T1-3_k127_1758766_7,-,K25882,-,6.4e-07,26.2,2.9,9.6e-07,25.6,2.9
K25882,SC-T1-3_k127_77686_12,-,K25882,-,7.3e-07,26.0,1.7,8.9e-07,25.7,1.7
K25882,RP-T1-6_k127_487767_12,-,K25882,-,6e-06,23.0,0.1,8.4e-06,22.5,0.1
K06311,SC-T1-3_k127_227779_9,-,K06311,-,1.1e-08,31.9,37.7,4.9e-08,29.8,37.7
K14268,RP-T1-3_k127_622948_8,-,K14268,-,7.3e-68,226.6,0.0,8.9e-68,226.3,0.0
K14268,11B-T1-3_k127_390147_4,-,K14268,-,4.4e-66,220.7,0.0,5.8e-66,220.3,0.0
K14268,SC-T1-3_k127_216863_1,-,K14268,-,2.6e-40,135.8,0.0,3.4e-40,135.4,0.0
K14268,RP-T1-3_k127_622948_1,-,K14268,-,1e-08,31.7,0.0,1.2e-08,31.5,0.0
K16050,SC-T1-3_k127_740408_5,-,K16050,-,1.1e-33,114.4,0.0,1.3e-33,114.1,0.0
K16050,HP-T1-6_k127_918630_4,-,K16050,-,1.7e-25,87.5,0.0,1e-24,84.9,0.0
K16050,SC-T1-3_k127_632660_9,-,K16050,-,2.6e-25,86.9,0.1,3.6e-24,83.1,0.1
K16050,SC-T1-3_k127_1064654_10,-,K16050,-,2.2e-24,83.8,0.0,9e-24,81.8,0.0
K16050,HP-T1-3_k127_661173_22,-,K16050,-,1.9e-17,61.1,0.0,2.7e-17,60.5,0.0
K16050,8-T1-6_k127_217740_23,-,K16050,-,4.2e-17,59.9,0.1,8.6e-12,42.5,0.1
K16050,SC-T1-3_k127_501952_1,-,K16050,-,7.9e-14,49.2,0.0,1.1e-07,29.0,0.0
K16050,8-T1-6_k127_283000_15,-,K16050,-,6.7e-12,42.8,0.0,1.2e-11,42.0,0.0
K16050,11B-T1-3_k127_285612_8,-,K16050,-,1.1e-11,42.2,0.0,7.3e-10,36.1,0.0
K16050,SC-T1-3_k127_66921_6,-,K16050,-,2.5e-11,41.0,0.1,1.9e-09,34.8,0.0
K16050,SC-T1-3_k127_822506_12,-,K16050,-,1.4e-10,38.5,0.5,1.5e-09,35.1,0.5
K16050,8-T1-6_k127_292798_18,-,K16050,-,1.4e-10,38.5,0.0,1.3e-06,25.5,0.0
K16050,HP-T1-3_k127_254926_2,-,K16050,-,3.7e-10,37.1,0.0,2.4e-05,21.3,0.0
K16050,HP-T1-6_k127_532691_14,-,K16050,-,7.6e-08,29.5,0.3,2.3e-06,24.6,0.3
K16050,RC-T1-3_k127_739934_11,-,K16050,-,1.7e-06,25.1,0.0,3.9e-06,23.9,0.0
K14040,RP-T1-6_k127_168662_28,-,K14040,-,1.5e-27,93.7,0.0,1.9e-27,93.4,0.0
K14040,SC-T1-3_k127_104701_2,-,K14040,-,8.7e-16,54.9,0.0,6.5e-15,52.1,0.0
K14040,SC-T1-3_k127_47800_9,-,K14040,-,3.7e-14,49.6,0.0,4.9e-14,49.2,0.0
K14040,SC-T1-3_k127_612414_10,-,K14040,-,3.1e-13,46.5,0.0,4.7e-13,45.9,0.0
K14040,RP-T1-9_k127_1065132_10,-,K14040,-,3.7e-08,29.8,0.0,9.9e-06,21.8,0.0
K14040,SC-T1-3_k127_612414_11,-,K14040,-,1.3e-07,27.9,0.0,0.0031,13.5,0.0
K14040,HP-T1-9_k127_73685_7,-,K14040,-,6e-07,25.8,0.0,0.0002,17.5,0.0
K14040,RP-T1-6_k127_1937782_13,-,K14040,-,3.1e-06,23.4,0.0,0.0003,16.9,0.0
K17058,8-T1-6_k127_217740_22,-,K17058,-,6.9e-21,71.9,0.0,1.1e-20,71.2,0.0
K12355,RC-T1-3_k127_467705_6,-,K12355,-,1.5e-114,380.9,0.0,1.8e-114,380.7,0.0
K12355,HP-T1-3_k127_661173_6,-,K12355,-,6.9e-110,365.6,0.0,8.1e-110,365.4,0.0
K12355,RP-T1-3_k127_243354_11,-,K12355,-,1.9e-103,344.3,0.0,2.6e-103,343.9,0.0
K12355,HP-T1-3_k127_254926_18,-,K12355,-,1.3e-84,282.2,0.0,1.7e-84,281.8,0.0
K12355,RC-T1-9_k127_8007_9,-,K12355,-,4.9e-77,257.2,0.0,6.2e-77,256.9,0.0
K12355,RP-T1-6_k127_1114521_5,-,K12355,-,2.9e-72,241.5,0.0,3.9e-72,241.1,0.0
K12355,SC-T1-3_k127_441408_3,-,K12355,-,3.2e-59,198.5,0.0,4.1e-59,198.1,0.0
K12355,SC-T1-3_k127_66921_9,-,K12355,-,2e-57,192.5,0.0,2.3e-57,192.3,0.0
K12355,HP-T1-6_k127_816158_9,-,K12355,-,1.3e-50,170.1,0.0,1.8e-50,169.6,0.0
K12355,UAB-T1-6_k127_1060950_9,-,K12355,-,7e-06,22.5,0.0,7.5e-06,22.4,0.0
K08143,8-T1-6_k127_283000_10,-,K08143,-,5e-64,214.1,12.7,6.7e-64,213.7,12.7
K08143,8-T1-6_k127_337061_8,-,K08143,-,2.7e-62,208.4,18.6,3.6e-62,208.0,18.6
K08143,SC-T1-3_k127_149557_1,-,K08143,-,2.8e-08,30.0,7.7,2.8e-08,30.0,7.7
K01589,SC-T1-3_k127_822506_4,-,K01589,-,8.6e-11,38.7,0.0,5.5e-07,26.1,0.0
K01589,UAB-T1-6_k127_130455_7,-,K01589,-,8.6e-07,25.4,0.1,1.9e-06,24.3,0.1
K01589,HP-T1-6_k127_183432_89,-,K01589,-,3.2e-06,23.6,0.0,4.6e-06,23.1,0.0
K06160,RP-T1-3_k127_175146_10,-,K06160,-,2.5e-220,730.3,0.0,3.1e-220,730.0,0.0
K06160,SC-T1-3_k127_730379_1,-,K06160,-,1.5e-45,153.3,0.0,3e-45,152.4,0.0
K06160,RP-T1-3_k127_1758766_3,-,K06160,-,2.3e-37,126.3,0.1,1.3e-19,67.8,0.1
K06160,SC-T1-3_k127_216863_11,-,K06160,-,4.2e-34,115.6,0.6,5.5e-34,115.2,0.6
K06160,UAB-T1-9_k127_120282_3,-,K06160,-,9.9e-33,111.0,0.3,4.6e-15,52.7,0.0
K06160,SC-T1-3_k127_216863_12,-,K06160,-,4.4e-32,108.9,0.0,4.2e-31,105.7,0.0
K06160,RP-T1-6_k127_243432_2,-,K06160,-,1.5e-31,107.1,0.0,1.9e-31,106.8,0.0
K06160,HP-T1-6_k127_50417_1,-,K06160,-,1.3e-30,104.0,0.1,1.6e-30,103.7,0.1
K06160,RC-T1-9_k127_777842_6,-,K06160,-,6.4e-30,101.8,0.0,8.1e-30,101.4,0.0
K06160,11B-T1-3_k127_968458_14,-,K06160,-,5.1e-29,98.8,0.0,6.9e-29,98.3,0.0
K06160,SC-T1-3_k127_1105723_1,-,K06160,-,1.3e-27,94.1,2.9,1.8e-25,87.1,0.0
K06160,11B-T1-3_k127_390147_7,-,K06160,-,5.4e-27,92.1,0.0,6.7e-27,91.8,0.0
K06160,SC-T1-3_k127_1022113_7,-,K06160,-,2.9e-26,89.7,0.0,3.6e-26,89.4,0.0
K06160,SC-T1-3_k127_1105723_2,-,K06160,-,3.1e-26,89.6,0.0,8e-26,88.2,0.0
K06160,SC-T1-3_k127_163043_5,-,K06160,-,3.9e-24,82.7,0.0,3.5e-14,49.8,0.0
K06160,RC-T1-9_k127_675902_13,-,K06160,-,2.2e-23,80.2,0.6,4.4e-10,36.3,0.0
K06160,11B-T1-6_k127_510359_6,-,K06160,-,5.7e-23,78.8,0.1,4.5e-11,39.5,0.2
K06160,SC-T1-3_k127_213245_11,-,K06160,-,6e-23,78.7,0.0,3.9e-13,46.4,0.0
K06160,11B-T1-3_k127_285612_10,-,K06160,-,3.3e-22,76.3,0.0,4.8e-22,75.8,0.0
K06160,8-T1-9_k127_384206_10,-,K06160,-,4.7e-19,65.9,0.3,4e-18,62.8,0.3
K06160,SC-T1-3_k127_441408_4,-,K06160,-,2.2e-18,63.6,0.0,1.1e-17,61.4,0.0
K06160,HP-T1-9_k127_916697_7,-,K06160,-,3e-16,56.6,0.0,5.5e-16,55.7,0.0
K06160,11B-T1-6_k127_510359_7,-,K06160,-,4.2e-15,52.8,0.0,9.4e-15,51.7,0.0
K06160,8-T1-6_k127_292798_8,-,K06160,-,7.7e-15,52.0,2.4,1.5e-13,47.7,2.4
K06160,HP-T1-6_k127_294656_5,-,K06160,-,1.9e-13,47.4,0.0,3.5e-13,46.5,0.0
K06160,8-T1-6_k127_217740_31,-,K06160,-,3.5e-12,43.2,0.0,7e-12,42.2,0.0
K06160,8-T1-6_k127_292798_7,-,K06160,-,4.7e-12,42.8,0.1,5.3e-12,42.6,0.1
K06160,SC-T1-3_k127_985991_3,-,K06160,-,7.5e-11,38.8,0.0,9.7e-11,38.4,0.0
K06160,SC-T1-3_k127_163043_4,-,K06160,-,1.4e-10,37.9,0.0,2.9e-10,36.9,0.0
K06160,RC-T1-3_k127_849532_2,-,K06160,-,3e-10,36.8,0.3,0.016,11.3,0.0
K06160,SC-T1-3_k127_985991_4,-,K06160,-,3.6e-09,33.2,0.1,3.6e-09,33.2,0.1
K06160,HP-T1-9_k127_916697_6,-,K06160,-,3.6e-09,33.2,0.0,7.5e-09,32.2,0.0
K06160,8-T1-6_k127_217740_26,-,K06160,-,7.8e-09,32.1,0.1,0.00018,17.7,0.0
K26995,11B-T1-6_k127_436078_9,-,K26995,-,9.7e-08,28.8,1.7,1.3e-07,28.3,1.7
K21064,8-T1-6_k127_232813_17,-,K21064,-,4.2e-14,50.0,0.0,9e-13,45.7,0.0
K21064,HP-T1-6_k127_294656_26,-,K21064,-,7.1e-08,29.5,1.6,0.0016,15.2,0.9
K21064,RP-T1-6_k127_1201713_4,-,K21064,-,1e-07,29.0,1.5,0.0024,14.6,0.2
K21064,HP-T1-9_k127_1145831_2,-,K21064,-,1.5e-07,28.5,1.5,0.00076,16.3,0.6
K21064,HP-T1-6_k127_1202427_10,-,K21064,-,7.8e-07,26.1,0.8,1.6e-05,21.8,1.1
K21064,HP-T1-6_k127_294656_54,-,K21064,-,6.4e-06,23.1,1.0,0.0019,15.0,0.5
K21064,RP-T1-6_k127_879985_19,-,K21064,-,7.5e-06,22.9,0.1,0.0048,13.6,0.1
K01053,RC-T1-3_k127_739934_1,-,K01053,-,1.1e-15,55.3,10.6,2.5e-12,44.2,2.1
K01053,SC-T1-6_k127_948687_9,-,K01053,-,4.1e-15,53.4,6.8,5.7e-09,33.1,4.4
K01053,8-T1-6_k127_232813_13,-,K01053,-,5.4e-12,43.1,11.8,0.00028,17.7,1.9
K01053,RP-T1-6_k127_879985_2,-,K01053,-,6.3e-07,26.4,8.6,1.6e-05,21.7,3.9
K01053,SC-T1-3_k127_1079232_13,-,K01053,-,1.4e-06,25.2,0.0,3.1e-06,24.1,0.0
K18930,11B-T1-6_k127_97140_1,-,K18930,-,4.8e-15,52.0,0.3,6.1e-15,51.6,0.3
K18930,SC-T1-3_k127_985991_9,-,K18930,-,2.7e-08,29.6,0.1,3.7e-08,29.2,0.1
K15974,SC-T1-3_k127_461952_9,-,K15974,-,1e-23,81.9,1.8,1.2e-23,81.7,1.8
K15974,SC-T1-3_k127_607320_7,-,K15974,-,1.5e-23,81.3,0.3,1.7e-23,81.2,0.3
K15974,SC-T1-3_k127_786452_11,-,K15974,-,1.9e-22,77.7,0.9,2.3e-22,77.5,0.9
K15974,SC-T1-3_k127_786452_4,-,K15974,-,2.7e-22,77.3,0.6,3.2e-22,77.0,0.6
K15974,SC-T1-3_k127_786452_12,-,K15974,-,3.3e-22,77.0,0.0,4e-22,76.7,0.0
K15974,RP-T1-6_k127_1070240_3,-,K15974,-,6.9e-22,75.9,0.1,8.3e-22,75.6,0.1
K15974,UAB-T1-9_k127_419732_8,-,K15974,-,1.2e-20,71.8,0.0,1.3e-20,71.7,0.0
K15974,SC-T1-3_k127_66921_8,-,K15974,-,3.9e-20,70.2,0.0,4.7e-20,69.9,0.0
K15974,SC-T1-3_k127_66921_15,-,K15974,-,2.6e-19,67.5,0.2,3.1e-19,67.2,0.2
K15974,RP-T1-6_k127_1963256_13,-,K15974,-,1.2e-18,65.3,0.2,1.4e-18,65.1,0.2
K15974,SC-T1-3_k127_441408_13,-,K15974,-,4.6e-18,63.4,0.0,5.3e-18,63.2,0.0
K15974,RP-T1-6_k127_1114521_23,-,K15974,-,2.1e-14,51.4,0.4,2.2e-14,51.4,0.4
K15974,SC-T1-3_k127_743647_6,-,K15974,-,3.2e-14,50.8,0.1,3.8e-14,50.6,0.1
K15974,SC-T1-3_k127_182429_7,-,K15974,-,3.6e-14,50.7,0.0,4.4e-14,50.4,0.0
K15974,HP-T1-6_k127_532691_18,-,K15974,-,5.7e-14,50.0,0.0,6.9e-14,49.7,0.0
K15974,SC-T1-3_k127_1105723_3,-,K15974,-,4.3e-12,43.8,0.2,4.8e-12,43.7,0.2
K15974,SC-T1-3_k127_624816_3,-,K15974,-,6.8e-12,43.2,0.1,7.3e-12,43.1,0.1
K15974,SC-T1-3_k127_234076_10,-,K15974,-,1e-11,42.6,0.0,1.2e-11,42.4,0.0
K15974,HP-T1-6_k127_183432_72,-,K15974,-,3.3e-11,41.0,0.0,4.1e-11,40.7,0.0
K08784,SC-T1-3_k127_66921_8,-,K08784,-,1.3e-08,31.8,0.0,1.8e-08,31.3,0.0
K02601,RP-T1-3_k127_175146_8,-,K02601,-,1.1e-20,71.7,0.3,1.2e-20,71.6,0.3
K06859,11B-T1-3_k127_968458_20,-,K06859,-,2.5e-08,31.4,0.1,3.6e-08,30.9,0.1
K12299,UAB-T1-9_k127_419732_1,-,K12299,-,4.1e-76,254.2,16.0,4.9e-76,254.0,16.0
K12299,SC-T1-3_k127_624816_10,-,K12299,-,3.7e-15,53.3,9.7,4.8e-15,52.9,9.7
K12299,SC-T1-3_k127_985991_2,-,K12299,-,2.5e-09,34.1,20.3,3.4e-06,23.8,8.3
K12299,SC-T1-3_k127_255237_7,-,K12299,-,7.6e-09,32.5,8.4,7.6e-09,32.5,8.4
K12299,RP-T1-6_k127_1114521_20,-,K12299,-,1.7e-06,24.8,1.6,1.7e-06,24.8,1.6
K05352,HP-T1-9_k127_522045_5,-,K05352,-,1.9e-18,63.9,0.0,2.3e-18,63.6,0.0
K05352,UAB-T1-9_k127_419732_3,-,K05352,-,5.9e-08,29.4,0.0,8.3e-08,28.9,0.0
K05352,SC-T1-3_k127_561981_16,-,K05352,-,4.1e-07,26.6,0.0,1.5e-05,21.5,0.0
K05352,8-T1-6_k127_339026_10,-,K05352,-,5.6e-06,22.9,0.3,0.00038,16.8,0.3
K05352,RC-T1-9_k127_372451_10,-,K05352,-,7.7e-06,22.4,0.0,5e-05,19.8,0.0
K17217,RP-T1-3_k127_1758766_24,-,K17217,-,5.9e-32,108.3,0.0,8.7e-32,107.8,0.0
K07481,SC-T1-3_k127_216863_8,-,K07481,-,1.2e-09,35.8,0.7,1.3e-09,35.6,0.7
K07481,SC-T1-3_k127_246178_15,-,K07481,-,5.4e-06,23.7,0.0,6.5e-06,23.4,0.0
K07071,SC-T1-3_k127_1105723_8,-,K07071,-,3.9e-20,69.7,5.5,6.7e-20,69.0,5.5
K07071,SC-T1-3_k127_66921_11,-,K07071,-,6.9e-15,52.4,5.1,1.3e-10,38.3,1.2
K07071,SC-T1-3_k127_561981_12,-,K07071,-,2.3e-12,44.1,0.1,1.1e-11,41.8,0.1
K07071,8-T1-6_k127_217740_38,-,K07071,-,4.4e-11,39.9,2.5,8.7e-11,38.9,2.5
K07071,SC-T1-3_k127_242558_1,-,K07071,-,1.2e-10,38.5,10.5,0.00067,16.2,0.6
K07071,8-T1-6_k127_217740_27,-,K07071,-,1.5e-08,31.5,0.1,6.7e-08,29.4,0.0
K07071,SC-T1-3_k127_260630_21,-,K07071,-,3.3e-07,27.1,0.3,6.3e-07,26.2,0.3
K07071,8-T1-6_k127_242958_2,-,K07071,-,9.3e-07,25.6,0.1,1.4e-06,25.0,0.1
K07071,RC-T1-9_k127_8007_10,-,K07071,-,1.6e-06,24.8,0.1,3.8e-06,23.6,0.0
K07071,SC-T1-3_k127_670092_10,-,K07071,-,2.7e-06,24.1,0.1,3.7e-06,23.6,0.1
K07071,8-T1-6_k127_339026_5,-,K07071,-,3.2e-06,23.9,1.0,5.1e-06,23.2,0.3
K09580,HP-T1-6_k127_410863_15,-,K09580,-,1.7e-14,50.7,0.0,2e-14,50.5,0.0
K23892,RP-T1-6_k127_168662_28,-,K23892,-,9.9e-11,38.2,0.0,1.4e-10,37.7,0.0
K23892,SC-T1-3_k127_104701_2,-,K23892,-,2.9e-07,26.8,0.0,4e-07,26.4,0.0
K23892,SC-T1-3_k127_47800_9,-,K23892,-,6.9e-06,22.3,0.0,9.3e-06,21.8,0.0
K15669,HP-T1-6_k127_181582_7,-,K15669,-,1.7e-29,100.5,0.0,2.3e-29,100.1,0.0
K15669,8-T1-6_k127_217740_10,-,K15669,-,3.1e-09,34.2,0.0,4.5e-09,33.7,0.0
K10552,SC-T1-3_k127_441408_6,-,K10552,-,1.6e-41,140.0,9.2,2.1e-41,139.7,9.2
K10552,UAB-T1-9_k127_120282_2,-,K10552,-,2.4e-09,34.3,6.0,2.4e-09,34.3,6.0
K10552,HP-T1-9_k127_522045_1,-,K10552,-,3.8e-07,27.0,0.0,9.7e-07,25.7,0.0
K25674,SC-T1-3_k127_561981_14,-,K25674,-,1.2e-30,104.4,9.9,1.5e-30,104.1,9.9
K25674,HP-T1-9_k127_522045_3,-,K25674,-,6.5e-21,72.5,4.9,8.3e-21,72.1,4.9
K00643,HP-T1-6_k127_183432_151,-,K00643,-,3.2e-42,142.8,0.0,4.4e-42,142.3,0.0
K21476,SC-T1-3_k127_47800_9,-,K21476,-,7.1e-08,29.0,0.0,9.7e-08,28.6,0.0
K12435,SC-T1-3_k127_242558_1,-,K12435,-,0.0,2561.7,151.1,0.0,1257.0,65.0
K12435,RC-T1-3_k127_387592_1,-,K12435,-,0.0,2392.9,96.9,0.0,1234.1,27.0
K12435,SC-T1-3_k127_743647_11,-,K12435,-,5.2e-248,824.0,55.1,1.2e-247,822.7,47.0
K12435,8-T1-6_k127_217740_19,-,K12435,-,2.7e-58,195.2,3.6,3.4e-58,194.9,3.6
K12435,8-T1-6_k127_217740_16,-,K12435,-,8.5e-24,80.9,11.3,1.4e-23,80.2,11.3
K12435,SC-T1-3_k127_953376_1,-,K12435,-,6.5e-07,24.9,0.8,1.1e-06,24.1,0.8
K22150,SC-T1-3_k127_492331_10,-,K22150,-,1.3e-41,140.6,0.0,1.7e-41,140.2,0.0
K22150,SC-T1-3_k127_216863_17,-,K22150,-,2.3e-34,116.8,0.0,6.9e-34,115.3,0.0
K22150,SC-T1-3_k127_441408_1,-,K22150,-,9.5e-31,105.0,0.0,1.2e-30,104.7,0.0
K22150,SC-T1-3_k127_953376_21,-,K22150,-,3.2e-29,100.0,0.0,8.9e-28,95.2,0.0
K22150,SC-T1-3_k127_953376_7,-,K22150,-,3.9e-29,99.7,1.0,5.2e-29,99.3,1.0
K22150,SC-T1-3_k127_1057698_23,-,K22150,-,5e-26,89.5,0.1,6.3e-26,89.1,0.1
K19309,RP-T1-3_k127_1758766_3,-,K19309,-,1e-68,229.6,0.0,3.4e-36,122.7,0.0
K19309,SC-T1-3_k127_213245_11,-,K19309,-,2.3e-66,221.8,0.0,2.1e-36,123.4,0.0
K19309,8-T1-6_k127_217740_31,-,K19309,-,8.6e-62,206.8,0.0,1.2e-61,206.4,0.0
K19309,UAB-T1-9_k127_120282_3,-,K19309,-,2.4e-59,198.7,0.1,1.5e-32,110.7,0.0
K19309,11B-T1-3_k127_968458_14,-,K19309,-,4e-46,155.3,0.0,5.1e-46,155.0,0.0
K19309,HP-T1-6_k127_50417_1,-,K19309,-,5.3e-44,148.4,2.3,6.3e-44,148.1,2.3
K19309,11B-T1-3_k127_390147_7,-,K19309,-,9.7e-44,147.5,0.0,1.2e-43,147.2,0.0
K19309,RC-T1-9_k127_675902_13,-,K19309,-,1.1e-43,147.3,0.0,2.5e-22,77.2,0.0
K19309,11B-T1-3_k127_285612_10,-,K19309,-,6.9e-41,138.1,0.0,8.6e-41,137.8,0.0
K19309,SC-T1-3_k127_1022113_7,-,K19309,-,1.1e-40,137.4,0.0,1.4e-40,137.1,0.0
K19309,8-T1-6_k127_292798_8,-,K19309,-,2.9e-40,136.1,0.0,3.5e-40,135.8,0.0
K19309,SC-T1-3_k127_163043_5,-,K19309,-,6.2e-38,128.4,0.0,2.6e-36,123.1,0.0
K19309,SC-T1-3_k127_163043_4,-,K19309,-,1.6e-37,127.0,0.0,1.9e-37,126.8,0.0
K19309,HP-T1-9_k127_916697_7,-,K19309,-,2e-37,126.7,0.0,2.8e-37,126.3,0.0
K19309,RP-T1-6_k127_243432_2,-,K19309,-,2.7e-36,123.0,0.0,3.9e-36,122.5,0.0
K19309,8-T1-9_k127_384206_10,-,K19309,-,9.8e-36,121.2,0.0,3.1e-35,119.6,0.0
K19309,RC-T1-9_k127_777842_6,-,K19309,-,1.6e-32,110.6,0.0,2e-32,110.3,0.0
K19309,HP-T1-9_k127_916697_6,-,K19309,-,2e-32,110.4,0.0,2.5e-32,110.0,0.0
K19309,11B-T1-6_k127_510359_7,-,K19309,-,4.2e-32,109.3,0.0,5e-32,109.0,0.0
K19309,SC-T1-3_k127_441408_4,-,K19309,-,8.5e-32,108.3,0.0,2.1e-31,107.0,0.0
K19309,8-T1-6_k127_292798_7,-,K19309,-,6.8e-31,105.3,0.0,7.8e-31,105.1,0.0
K19309,11B-T1-6_k127_510359_6,-,K19309,-,2.8e-30,103.3,0.0,7.2e-15,52.7,0.0
K19309,SC-T1-3_k127_985991_3,-,K19309,-,6.5e-29,98.8,0.0,7.8e-29,98.5,0.0
K19309,SC-T1-3_k127_985991_4,-,K19309,-,4.1e-27,92.9,0.0,5.8e-27,92.4,0.0
K19309,UAB-T1-6_k127_697090_3,-,K19309,-,1.3e-26,91.2,0.0,2.1e-26,90.6,0.0
K19309,SC-T1-3_k127_1105723_1,-,K19309,-,1.4e-26,91.1,0.0,8.2e-26,88.6,0.0
K19309,SC-T1-3_k127_730379_1,-,K19309,-,1e-25,88.3,0.0,2.8e-25,86.9,0.0
K19309,SC-T1-3_k127_216863_12,-,K19309,-,6.3e-24,82.4,0.0,3.6e-23,79.9,0.0
K19309,HP-T1-6_k127_294656_5,-,K19309,-,2e-22,77.5,0.0,7.3e-22,75.7,0.0
K19309,SC-T1-3_k127_1105723_2,-,K19309,-,2e-21,74.2,0.0,1.8e-20,71.1,0.0
K19309,SC-T1-3_k127_216863_11,-,K19309,-,4.5e-19,66.5,0.0,8.5e-10,36.0,0.0
K19309,RP-T1-3_k127_175146_10,-,K19309,-,5.5e-16,56.3,0.0,8.5e-16,55.7,0.0
K19309,8-T1-6_k127_217740_26,-,K19309,-,1.3e-14,51.8,2.3,6.4e-06,23.3,0.0
K19309,RC-T1-3_k127_849532_2,-,K19309,-,3.5e-12,43.9,1.4,0.00014,18.9,0.0
K03257,HP-T1-6_k127_294656_20,-,K03257,-,5.2e-12,42.4,0.2,1.5e-11,40.9,0.1
K03257,SC-T1-3_k127_868660_4,-,K03257,-,8.2e-12,41.8,0.0,1.3e-11,41.1,0.0
K03257,RP-T1-3_k127_932680_2,-,K03257,-,4.7e-08,29.4,0.0,7.1e-08,28.8,0.0
K03257,HP-T1-9_k127_92795_12,-,K03257,-,2.8e-06,23.5,0.0,0.0054,12.7,0.0
K03257,RP-T1-3_k127_2103558_7,-,K03257,-,8.6e-06,21.9,0.1,1.6e-05,21.0,0.1
K10228,HP-T1-9_k127_522045_3,-,K10228,-,4.7e-128,424.3,15.1,3.5e-126,418.1,15.1
K10228,SC-T1-3_k127_561981_14,-,K10228,-,2.4e-52,175.4,16.9,3e-52,175.1,16.9
K10228,11B-T1-3_k127_390147_6,-,K10228,-,3.7e-06,23.5,21.0,3.7e-06,23.5,21.0
K10228,SC-T1-3_k127_1022113_8,-,K10228,-,7.2e-06,22.5,4.3,0.0069,12.7,1.0
K11210,RP-T1-6_k127_1070240_1,-,K11210,-,1.6e-08,32.5,0.0,2.1e-07,28.9,0.0
K11210,RP-T1-6_k127_1963256_5,-,K11210,-,4.8e-07,27.7,0.0,7e-07,27.2,0.0
K11210,SC-T1-3_k127_260630_12,-,K11210,-,5e-07,27.6,0.0,1.5e-06,26.1,0.0
K11210,SC-T1-3_k127_216863_16,-,K11210,-,3.8e-06,24.8,0.0,3.1e-05,21.9,0.0
K23547,UAB-T1-9_k127_120282_3,-,K23547,-,3.2e-165,547.9,3.5,3.6e-165,547.8,3.5
K23547,SC-T1-3_k127_441408_4,-,K23547,-,1.4e-66,222.5,0.1,1.6e-66,222.3,0.1
K23547,RP-T1-3_k127_1758766_3,-,K23547,-,1.5e-54,182.8,0.1,9.4e-30,101.1,0.1
K23547,SC-T1-3_k127_213245_11,-,K23547,-,4.5e-51,171.4,1.9,4.2e-29,98.9,0.1
K23547,8-T1-6_k127_292798_8,-,K23547,-,3.7e-47,158.5,0.1,4.3e-47,158.3,0.1
K23547,SC-T1-3_k127_163043_5,-,K23547,-,6.8e-44,147.7,0.0,9.7e-44,147.2,0.0
K23547,SC-T1-3_k127_163043_4,-,K23547,-,7.1e-43,144.3,0.0,3.3e-31,105.9,0.0
K23547,SC-T1-3_k127_1022113_7,-,K23547,-,5.1e-42,141.5,0.1,6.6e-42,141.1,0.1
K23547,RC-T1-9_k127_675902_13,-,K23547,-,6.2e-41,137.9,0.0,7.5e-23,78.3,0.1
K23547,11B-T1-3_k127_390147_7,-,K23547,-,3.3e-37,125.7,0.0,3.9e-37,125.4,0.0
K23547,8-T1-6_k127_292798_7,-,K23547,-,3.8e-36,122.2,3.0,2.9e-28,96.1,0.7
K23547,11B-T1-3_k127_285612_10,-,K23547,-,2e-33,113.2,0.0,2.5e-33,112.8,0.0
K23547,8-T1-6_k127_217740_31,-,K23547,-,2e-33,113.2,0.0,3.2e-33,112.5,0.0
K23547,RP-T1-6_k127_243432_2,-,K23547,-,8.9e-33,111.0,0.2,4.2e-17,59.3,0.0
K23547,HP-T1-6_k127_50417_1,-,K23547,-,1.8e-32,110.0,0.9,2e-32,109.8,0.9
K23547,SC-T1-3_k127_985991_4,-,K23547,-,5.7e-32,108.4,0.0,8.5e-32,107.8,0.0
K23547,11B-T1-6_k127_510359_7,-,K23547,-,5.7e-32,108.4,0.0,6.8e-32,108.1,0.0
K23547,RC-T1-9_k127_777842_6,-,K23547,-,8.4e-32,107.8,0.0,1.1e-31,107.4,0.0
